763,-32768,-32768,288,0,-2048
756,-32768,-32768,288,0,-2048
746,-32768,-32768,288,0,-2048
729,-32768,-32768,288,0,-2048
710,-32768,-32768,288,0,-2048
672,-32768,-32768,288,0,-2048
633,-32768,-32768,288,0,-2048
595,-32768,-32768,288,0,-2048
568,-32768,-32768,288,0,-2048
551,-32768,-32768,288,0,-2048
538,-32768,-32768,288,0,-2048
537,-32768,-32768,288,0,-2048
593,-32768,-32768,288,0,-2048
674,-32768,-32768,288,0,-2048
538,-32768,-32768,288,0,-2048
519,-32768,-32768,288,0,-2048
512,-32768,-32768,288,0,-2048
501,-32768,-32768,288,0,-2048
484,-32768,-32768,288,0,-2048
466,-32768,-32768,288,0,-2048
452,-32768,-32768,288,0,-2048
434,-32768,-32768,288,0,-2048
427,-32768,-32768,288,0,-2048
421,-32768,-32768,288,0,-2048
420,-32768,-32768,288,0,-2048
418,-32768,-32768,288,0,-2048
422,-32768,-32768,288,0,-2048
428,-32768,-32768,288,0,-2048
423,-32768,-32768,288,0,-2048
434,-32768,-32768,288,0,-2048
518,-32768,-32768,288,0,-2048
742,-32768,-32768,288,0,-2048
-32768,-32768,-32768,288,0,-2048
-32768,-32768,-32768,288,0,-2048
-32768,-32768,-32768,288,0,-2048
-32768,-32768,-32768,288,0,-2048
-32768,-32768,-32768,288,0,-2048
-32768,-32768,-32768,288,0,-2048
-32768,-32768,-32768,288,0,-2048
-32768,-32768,-32768,288,0,-2048
-32768,-32768,-32768,288,0,-2048
-32768,-32768,-32768,288,0,-2048
-32768,-32768,-32768,288,0,-2048
-32768,-32768,-32768,288,0,-2048
-32768,-32768,-32768,288,0,-2048
-32768,-32768,-32768,288,0,-2048
-32768,-32768,-32768,288,0,-2048
-32768,-32768,-32768,288,0,-2048
662,-32768,-32768,288,0,-2048
612,-32768,-32768,288,0,-2048
570,-32768,-32768,288,0,-2048
533,-32768,-32768,288,0,-2048
496,-32768,-32768,288,0,-2048
457,-32768,-32768,288,0,-2048
428,-32768,-32768,288,0,-2048
470,-32768,-32768,288,0,-2048
381,-32768,-32768,288,0,-2048
250,-32768,-32768,288,0,-2048
231,-32768,-32768,288,0,-2048
215,-32768,-32768,288,0,-2048
219,-32768,-32768,288,0,-2048
212,-32768,-32768,288,0,-2048
213,-32768,-32768,288,0,-2048
203,-32768,-32768,288,0,-2048
170,-32768,-32768,288,0,-2048
150,-32768,-32768,288,0,-2048
113,-32768,-32768,288,0,-2048
91,-32768,-32768,288,0,-2048
77,-32768,-32768,288,0,-2048
70,-32768,-32768,288,0,-2048
78,-32768,-32768,288,0,-2048
75,-32768,-32768,288,0,-2048
79,-32768,-32768,288,0,-2048
76,-32768,-32768,288,0,-2048
56,-32768,-32768,288,0,-2048
12,-32768,-32768,288,0,-2048
-26,-32768,-32768,288,0,-2048
-64,-32768,-32768,288,0,-2048
-106,-32768,-32768,288,0,-2048
-124,-32768,-32768,288,0,-2048
-137,-32768,-32768,288,0,-2048
-128,-32768,-32768,288,0,-2048
-113,-32768,-32768,288,0,-2048
-100,-32768,-32768,288,0,-2048
-107,-32768,-32768,288,0,-2048
-113,-32768,-32768,288,0,-2048
-115,-32768,-32768,288,0,-2048
-116,-32768,-32768,288,0,-2048
-130,-32768,-32768,288,0,-2048
-148,-32768,-32768,288,0,-2048
-168,-32768,-32768,288,0,-2048
-184,-32768,-32768,288,0,-2048
-198,-32768,-32768,288,0,-2048
-206,-32768,-32768,288,0,-2048
-207,-32768,-32768,288,0,-2048
-204,-32768,-32768,288,0,-2048
-32768,-32768,-32768,288,0,-2048
-32768,-32768,-32768,288,0,-2048
-32768,-32768,-32768,288,0,-2048
-32768,-32768,-32768,288,0,-2048
-190,41,81,288,0,-2048
-198,47,88,288,0,-2048
-194,49,75,288,0,-2048
