-32768,-32768,-32768,288,0,-2048,0
-32768,-32768,-32768,288,0,-2048,0
-32768,-32768,-32768,288,0,-2048,0
-32768,-32768,-32768,288,0,-2048,0
-32768,-32768,-32768,288,0,-2048,0
-32768,-32768,-32768,288,0,-2048,0
-32768,-32768,-32768,288,0,-2048,0
-32768,-32768,-32768,288,0,-2048,0
-32768,-32768,-32768,288,0,-2048,0
-32768,-32768,-32768,288,0,-2048,0
-32768,-32768,-32768,288,0,-2037,0
-32768,-32768,-32768,288,0,-1864,0
-155,-32768,-32768,288,0,-1728,0
-162,-32768,-32768,288,0,-1644,0
-176,-32768,-32768,288,0,-1602,0
-198,-32768,-32768,288,0,-1593,0
-232,-32768,-32768,288,0,-1615,0
-277,-32768,-32768,288,0,-1688,0
-309,-32768,-32768,288,0,-1804,0
-324,-32768,-32768,288,0,-1950,0
-328,-32768,-32768,288,0,-2048,0
-326,-32768,-32768,288,0,-2048,0
-327,-32768,-32768,288,0,-2048,0
-315,-32768,-32768,288,0,-2048,0
-297,-32768,-32768,288,0,-2048,0
-303,-32768,-32768,288,0,-2048,0
-323,-32768,-32768,288,0,-2048,0
-361,-32768,-32768,288,0,-2048,0
-426,-32768,-32768,288,0,-2048,0
-524,-32768,-32768,288,0,-2048,0
-642,-32768,-32768,288,0,-2048,0
-776,-32768,-32768,288,0,-2048,0
-906,-32768,-32768,288,0,-2048,0
-1061,-32768,-32768,288,0,-2048,0
-1177,-32768,-32768,288,0,-2048,0
-1233,-32768,-32768,288,0,-2048,0
-1235,-32768,-32768,288,0,-2048,0
-1273,-32768,-32768,288,0,-2048,0
-1308,-32768,-32768,288,0,-2048,0
-1210,-32768,-32768,288,0,-2048,0
-975,-32768,-32768,288,0,-2048,0
-874,-32768,-32768,288,0,-2048,0
-670,-32768,-32768,288,0,-2048,0
-446,-32768,-32768,288,0,-2048,0
-316,-32768,-32768,288,0,-2048,0
-307,-32768,-32768,288,0,-1907,0
-352,-32768,-32768,288,0,-1406,0
-411,-32768,-32768,288,0,-843,0
-468,-32768,-32768,288,0,-232,0
-471,-32768,-32768,288,0,392,0
-426,-32768,-32768,288,0,1001,0
-327,-32768,-32768,288,0,1485,0
-225,-32768,-32768,288,0,1856,0
-145,-32768,-32768,288,0,2047,0
-95,-32768,-32768,288,0,2047,0
-65,-32768,-32768,288,0,2047,0
-48,-32768,-32768,288,0,2047,0
-42,-32768,-32768,288,0,2047,0
-66,-32768,-32768,288,0,2047,0
-113,-32768,-32768,288,0,2047,0
-176,-32768,-32768,288,0,2047,0
-239,-32768,-32768,288,0,2047,0
-302,-32768,-32768,288,0,2047,0
-352,-32768,-32768,288,0,2047,0
-391,-32768,-32768,288,0,2047,0
-418,-32768,-32768,288,0,2047,0
-436,-32768,-32768,288,0,2047,0
-439,-32768,-32768,288,0,2047,0
-437,-32768,-32768,288,0,2047,0
-423,-32768,-32768,288,0,2047,0
-400,-32768,-32768,288,0,2047,0
